clip_id|text|normalized_text
GEN_022_020|Ọke rẹ imu nana ejobi vwọ wan nu, a da ta kẹ Ebraham, Nighe, Milkah rhoma rhi vwiẹ emọ kẹ Nahọr rẹ oniọvo wẹn,|Ọke rẹ imu nana ejobi vwọ wan nu, a da ta kẹ Ebraham, Nighe, Milkah rhoma rhi vwiẹ emọ kẹ Nahọr rẹ oniọvo wẹn,
GEN_022_021|Uz rẹ ọmọkpako, Buz rẹ oniọvo rọye, Kemuẹl ọsẹ rẹ Aram,|Uz rẹ ọmọkpako, Buz rẹ oniọvo rọye, Kemuẹl ọsẹ rẹ Aram,
GEN_022_022|Kesed, Hazo, Pildash, Jidlaf, kugbe Bẹtuẹl.|Kesed, Hazo, Pildash, Jidlaf, kugbe Bẹtuẹl.
GEN_022_023|Bẹtuẹl kọye ọsẹ ri Rebeka. Enana ẹrenren na Milkah vwiẹ kẹ Nahọr oniọvo rẹ Ebraham.|Bẹtuẹl kọye ọsẹ ri Rebeka. Enana ẹrenren na Milkah vwiẹ kẹ Nahọr oniọvo rẹ Ebraham.
GEN_022_024|Ọsẹ rọye re se Reumah de rhe vwiẹ Teban, Gaham Tahash, kugbe Maʼakah.|Ọsẹ rọye re se Reumah de rhe vwiẹ Teban, Gaham Tahash, kugbe Maʼakah.
GEN_023_001|Sera tọnre ọ da dia akpọ ikpe ujosa gbẹ ighwrẹ, ena kọye ikpe ri Sera.|Sera tọnre ọ da dia akpọ ikpe ujosa gbẹ ighwrẹ, ena kọye ikpe ri Sera.
GEN_023_002|Sera de ghwu vwi Kiriatharba (kọye Hebrọn) vwẹ otọ ri Kenan. Ebraham de vweri Sera ọ da viẹ kẹ.|Sera de ghwu vwi Kiriatharba (kọye Hebrọn) vwẹ otọ ri Kenan. Ebraham de vweri Sera ọ da viẹ kẹ.
GEN_023_003|Ebraham de vrẹn nẹ asan orivwi na, o da ta kẹ ihwo ri Hẹt na,|Ebraham de vrẹn nẹ asan orivwi na, o da ta kẹ ihwo ri Hẹt na,
GEN_023_004|Mẹvwẹ ọrharha ro won ovwan, wa kẹ vwẹ otọ vwẹ ọgbẹ rẹ ovwan na, rere mi shi orivwi mẹ phihọ.|Mẹvwẹ ọrharha ro won ovwan, wa kẹ vwẹ otọ vwẹ ọgbẹ rẹ ovwan na, rere mi shi orivwi mẹ phihọ.
GEN_023_005|Ihwo ri Hẹt na da kpahe kẹ Ebraham,|Ihwo ri Hẹt na da kpahe kẹ Ebraham,
GEN_023_006|Nyo avwanre, ọrovwavwanre; wẹ ọgba kugbe ovwiodje vwẹ ohri rẹ avwanre. Shi orivwi wẹn vwẹ ushi ro Me yovwi vwẹ ọgbọ na, ohwo rọ se kẹ wẹ herọ-ọ eyẹ ohwo sa kpọ wẹ unu-u.|Nyo avwanre, ọrovwavwanre; wẹ ọgba kugbe ovwiodje vwẹ ohri rẹ avwanre. Shi orivwi wẹn vwẹ ushi ro Me yovwi vwẹ ọgbọ na, ohwo rọ se kẹ wẹ herọ-ọ eyẹ ohwo sa kpọ wẹ unu-u.
GEN_023_007|Ebraham de vrẹn o de diguẹ kẹ ihwo ri Hẹt na, re dia ihwo rẹ otọ na.|Ebraham de vrẹn o de diguẹ kẹ ihwo ri Hẹt na, re dia ihwo rẹ otọ na.
GEN_023_008|Ọ da ta kẹ ayen, Ovwan da rhọvwe nẹ mi shi orivwi mẹ na nẹ obaro mẹ, wa gba kerhọ, re ovwan rẹ Efrọn rẹ ọmọ ri Zohar,|Ọ da ta kẹ ayen, Ovwan da rhọvwe nẹ mi shi orivwi mẹ na nẹ obaro mẹ, wa gba kerhọ, re ovwan rẹ Efrọn rẹ ọmọ ri Zohar,
GEN_023_009|rere ọ kẹ vwẹ ẹmwa ri Mak-pela ro rhere na; ọ he obo oba rẹ otọ na. Uchunu ro muru ejobi e jo se vwẹ irharo rẹ ovwan re Me hwa, rọ dia ẹkẹn rẹ ogbe.|rere ọ kẹ vwẹ ẹmwa ri Mak-pela ro rhere na; ọ he obo oba rẹ otọ na. Uchunu ro muru ejobi e jo se vwẹ irharo rẹ ovwan re Me hwa, rọ dia ẹkẹn rẹ ogbe.
GEN_023_011|Ẹjo, ọrovwovwe, kerhọ mọ; Me kẹ wẹ otọ na, Me je kẹ wẹ ẹmwa rọ herọ, vwẹ irharo rẹ emọ rẹ ihwo mẹ mi de siobọ no kẹ wẹ, shi orivwi wẹn phihọ.|Ẹjo, ọrovwovwe, kerhọ mọ; Me kẹ wẹ otọ na, Me je kẹ wẹ ẹmwa rọ herọ, vwẹ irharo rẹ emọ rẹ ihwo mẹ mi de siobọ no kẹ wẹ, shi orivwi wẹn phihọ.
GEN_023_012|Etiyin Ebraham de shiguẹ otọ kẹ ihwo rẹ otọ na.|Etiyin Ebraham de shiguẹ otọ kẹ ihwo rẹ otọ na.
GEN_023_013|Ebraham da ta kẹ Efrọn vwẹ irharo rẹ ihwo rẹ otọ na, Ẹkẹvuọvo odẹ je we, gba kerhọ mẹ, Me hwa unu rẹ igho rẹ otọ na muru kẹ wẹ; reyọ mie vwe, rere mi shi orivwi mẹ vwọ Etiyin.|Ebraham da ta kẹ Efrọn vwẹ irharo rẹ ihwo rẹ otọ na, Ẹkẹvuọvo odẹ je we, gba kerhọ mẹ, Me hwa unu rẹ igho rẹ otọ na muru kẹ wẹ; reyọ mie vwe, rere mi shi orivwi mẹ vwọ Etiyin.
GEN_023_014|Efrọn da kpahe kẹ Ebraham,|Efrọn da kpahe kẹ Ebraham,
GEN_023_015|Ọrovwovwe, kerhọ mẹ, ubrotọ ra shẹre shẹkẹl uri ivẹ rẹ idọnọ efuanfon, kidie ọyena firi vwẹ uvwre mẹ vẹ owẹ? Shi orivwi wẹn phihọ|Ọrovwovwe, kerhọ mẹ, ubrotọ ra shẹre shẹkẹl uri ivẹ rẹ idọnọ efuanfon, kidie ọyena firi vwẹ uvwre mẹ vẹ owẹ? Shi orivwi wẹn phihọ
GEN_023_016|Ebraham vẹ Efrọn da rhọvwe kugbe; Ebraham da vwavwe idọnọ efuanfon na kẹ Efrọn uchunu ro seri na vwẹ irharo rẹ ihwo ri Hẹt na, shẹkẹl uri ivẹ rẹ idọnọ efuanfon, kiri unu rẹ ineki vwanvwa ọke yena.|Ebraham vẹ Efrọn da rhọvwe kugbe; Ebraham da vwavwe idọnọ efuanfon na kẹ Efrọn uchunu ro seri na vwẹ irharo rẹ ihwo ri Hẹt na, shẹkẹl uri ivẹ rẹ idọnọ efuanfon, kiri unu rẹ ineki vwanvwa ọke yena.
GEN_023_017|Ọtiọye na otọ ri Efrọn rọ i Mak-pela, rọ obọrhe ri Mamre, otọ na kugbe ẹmwa rọ herọ, kugbe irhe rẹ otọ na ejobi, o de siobọ no,|Ọtiọye na otọ ri Efrọn rọ i Mak-pela, rọ obọrhe ri Mamre, otọ na kugbe ẹmwa rọ herọ, kugbe irhe rẹ otọ na ejobi, o de siobọ no,
GEN_023_018|kẹ Ebraham rọ dia ẹkẹn rọye vwẹ irharo rẹ ihwo ri Hẹt na, kugbe ihwo rẹ orere na re rhe ughere na ejobi.|kẹ Ebraham rọ dia ẹkẹn rọye vwẹ irharo rẹ ihwo ri Hẹt na, kugbe ihwo rẹ orere na re rhe ughere na ejobi.
GEN_023_019|Re enana ejobi vwọ wan nu, Ebraham de shi Sera rẹ aye rọye phihọ ẹmwa rọ otọ ri Mak-pela, vwẹ obọrhe ri Mamre (kọye Hebrọn) vwẹ otọ ri Kenan.|Re enana ejobi vwọ wan nu, Ebraham de shi Sera rẹ aye rọye phihọ ẹmwa rọ otọ ri Mak-pela, vwẹ obọrhe ri Mamre (kọye Hebrọn) vwẹ otọ ri Kenan.
GEN_023_020|Te otọ na kugbe ẹmwa rọ herọ ke siobọ no kẹ Ebraham rọ dia ẹkẹn rẹ ogbẹ, re ihwo ri Hẹt vwọ kẹ.|Te otọ na kugbe ẹmwa rọ herọ ke siobọ no kẹ Ebraham rọ dia ẹkẹn rẹ ogbẹ, re ihwo ri Hẹt vwọ kẹ.
GEN_024_001|Asakiephana Ebraham ghworo, ọ tọnre gangan; Ọrovwohwo de bruphihọ kẹ Ebraham vwẹ emu buebu|Asakiephana Ebraham ghworo, ọ tọnre gangan; Ọrovwohwo de bruphihọ kẹ Ebraham vwẹ emu buebu
GEN_024_002|Ebraham da ta kẹ odibo rọye, rọ dia ọkpako vwẹ uwevwi rọye, rọ vwẹ ẹro te emu ro vwori ejobi, Phi obọ wẹn phihọ obotọ rẹ ekpoghowọ mẹ,|Ebraham da ta kẹ odibo rọye, rọ dia ọkpako vwẹ uwevwi rọye, rọ vwẹ ẹro te emu ro vwori ejobi, Phi obọ wẹn phihọ obotọ rẹ ekpoghowọ mẹ,
GEN_024_004|ẹkẹvuọvo ku wo kpo orho mẹ kpo uvwiẹ mẹ, kẹ Etiyin wọ da reyọ aye kẹ ọmọ mẹ Aizik.|ẹkẹvuọvo ku wo kpo orho mẹ kpo uvwiẹ mẹ, kẹ Etiyin wọ da reyọ aye kẹ ọmọ mẹ Aizik.
GEN_024_005|Odibo na da ta kẹ, Kẹ ọke rẹ aye na gbe rha rhọvwe nene uvwe rhe otọ nana-a, ke Me rha rhoma reyọ ọmọ wẹn rhivwi kpo otọ ru wo nurhe na?|Odibo na da ta kẹ, Kẹ ọke rẹ aye na gbe rha rhọvwe nene uvwe rhe otọ nana-a, ke Me rha rhoma reyọ ọmọ wẹn rhivwi kpo otọ ru wo nurhe na?
GEN_024_006|Ebraham da ta kẹ nẹ, E ja mrẹ nẹ wọ rhoma reyọ ọmọ mẹ kpo oboyi-i.|Ebraham da ta kẹ nẹ, E ja mrẹ nẹ wọ rhoma reyọ ọmọ mẹ kpo oboyi-i.
GEN_024_007|Ọrovwohwo Ọghẹnẹ rẹ odjuvwu, rọ reyọ ovwẹ nẹ uwevwi rẹ ọsẹ mẹ rhe kugbe otọ re de vwiẹ vwẹ na, ọ rọ ta ota kẹ vwẹ na nẹ, Uvwiẹ wẹn Me vwẹ otọ nana kẹ, o che ji amakashe rọye karo kẹ wẹ, kẹ oboyi wọ da reyọ aye kẹ ọmọ mẹ.|Ọrovwohwo Ọghẹnẹ rẹ odjuvwu, rọ reyọ ovwẹ nẹ uwevwi rẹ ọsẹ mẹ rhe kugbe otọ re de vwiẹ vwẹ na, ọ rọ ta ota kẹ vwẹ na nẹ, Uvwiẹ wẹn Me vwẹ otọ nana kẹ, o che ji amakashe rọye karo kẹ wẹ, kẹ oboyi wọ da reyọ aye kẹ ọmọ mẹ.
GEN_024_008|Ẹkẹvuọvo aye na gbe rhọvwe nene uwe-e, yẹ iyori mẹ na gbi se mu we-e; ẹkẹvuọvo wọ reyọ ọmọ mẹ vwo rhivwi kpo oboyi kakaka-a.|Ẹkẹvuọvo aye na gbe rhọvwe nene uwe-e, yẹ iyori mẹ na gbi se mu we-e; ẹkẹvuọvo wọ reyọ ọmọ mẹ vwo rhivwi kpo oboyi kakaka-a.
GEN_024_009|Etiyin odibo na de phi obọ phihọ ekpoghowọ rẹ Ebraham rẹ onini rọye o de duvwu iyori fiki rẹ ota nana.|Etiyin odibo na de phi obọ phihọ ekpoghowọ rẹ Ebraham rẹ onini rọye o de duvwu iyori fiki rẹ ota nana.
GEN_024_010|Etiyin odibo na da reyọ iyesi ihwe rẹ onini rọye ọ da yanran, ọ da reyọ oghoghẹre rẹ ekuakua ra vwọ phare ọkon mie onini rọye, o de vrẹn ọ da yanran kpo Mẹsopotemia, vwo kpo orere ri Nahọr.|Etiyin odibo na da reyọ iyesi ihwe rẹ onini rọye ọ da yanran, ọ da reyọ oghoghẹre rẹ ekuakua ra vwọ phare ọkon mie onini rọye, o de vrẹn ọ da yanran kpo Mẹsopotemia, vwo kpo orere ri Nahọr.
GEN_024_012|Ọ da ta, E Ọrovwohwo, Ọghẹnẹ rẹ onini mẹ Ebraham, ju vwe phi kparobọ nonẹ, Me rẹ wẹ, re wọ vwẹ evuesiri wẹn na vwọ nẹ onini mẹ Ebraham.|Ọ da ta, E Ọrovwohwo, Ọghẹnẹ rẹ onini mẹ Ebraham, ju vwe phi kparobọ nonẹ, Me rẹ wẹ, re wọ vwẹ evuesiri wẹn na vwọ nẹ onini mẹ Ebraham.
GEN_024_013|Nighere, Mi re mudia asan ogbugbu rẹ ame na re, rẹ emetẹ rẹ ihwo rẹ orere na de che vo ame.|Nighere, Mi re mudia asan ogbugbu rẹ ame na re, rẹ emetẹ rẹ ihwo rẹ orere na de che vo ame.
GEN_024_015|Ọ je ghwa ta ota nẹ unu na, nighe, Rebeka, ọmọtẹ ri Bẹtuẹl ọmọ ri Milka, rẹ aye rẹ Nahọr rẹ oniọvo rẹ Ebraham, ọ rọ yan cha vẹ ochẹ rẹ ame vwẹ igabọ.|Ọ je ghwa ta ota nẹ unu na, nighe, Rebeka, ọmọtẹ ri Bẹtuẹl ọmọ ri Milka, rẹ aye rẹ Nahọr rẹ oniọvo rẹ Ebraham, ọ rọ yan cha vẹ ochẹ rẹ ame vwẹ igabọ.
GEN_024_016|Ọmọtẹ na vwo erhuvwu gangan, ọmọtobe, rọ je riẹn ọshare-e. Kọ yanran kpo obo ogbugbu na, o de vo ame vọn ochẹ na, kọ yan cha.|Ọmọtẹ na vwo erhuvwu gangan, ọmọtobe, rọ je riẹn ọshare-e. Kọ yanran kpo obo ogbugbu na, o de vo ame vọn ochẹ na, kọ yan cha.
GEN_024_017|Eriyin odibo na da djẹ bro, ọ da ta, Biko kẹ vwẹ ama ame rẹ ochẹ wẹn na da.|Eriyin odibo na da djẹ bro, ọ da ta, Biko kẹ vwẹ ama ame rẹ ochẹ wẹn na da.
GEN_024_018|Ọ da ta, Da, ọrovwovwe; o de wo ochẹ na kpata kpata, ọ da vwẹ ame kẹ da.|Ọ da ta, Da, ọrovwovwe; o de wo ochẹ na kpata kpata, ọ da vwẹ ame kẹ da.
GEN_024_019|Ọke rọ vwọ ke da nu, ọ da ta, Mi ji vo kẹ iyesi wẹn na rere ayen je da.|Ọke rọ vwọ ke da nu, ọ da ta, Mi ji vo kẹ iyesi wẹn na rere ayen je da.
GEN_024_020|Kpata kpata na o de ghwe rhurie ame na phihọ odo, ọ da ghwa djẹ yanran re vo vwọ kẹ iyesi na.|Kpata kpata na o de ghwe rhurie ame na phihọ odo, ọ da ghwa djẹ yanran re vo vwọ kẹ iyesi na.
GEN_024_021|Ọshare na da fọ ko di no rọ vwọ riẹn se Ọghẹnẹ phi erhuvwu phihọ oyan rọye na eyẹ ẹjo.|Ọshare na da fọ ko di no rọ vwọ riẹn se Ọghẹnẹ phi erhuvwu phihọ oyan rọye na eyẹ ẹjo.
GEN_024_022|Ọke rẹ iyesi na vwọ da ame nu, ọshare na da reyọ isa rẹ oro rọ họhọ te ubro ri shikẹl, kugbe umuobọ ivẹ re họhọ te shikẹl rẹ oro ihwe,|Ọke rẹ iyesi na vwọ da ame nu, ọshare na da reyọ isa rẹ oro rọ họhọ te ubro ri shikẹl, kugbe umuobọ ivẹ re họhọ te shikẹl rẹ oro ihwe,
GEN_024_025|Ọ da rhoma ta, Avwanre vwo egbri kugbe ẹbe eyaya buebu, kugbe uwevwi re wo phihọ.|Ọ da rhoma ta, Avwanre vwo egbri kugbe ẹbe eyaya buebu, kugbe uwevwi re wo phihọ.
GEN_024_026|Ọshare na de gbe uyovwi otọ ọ da ga Ọrovwohwo,|Ọshare na de gbe uyovwi otọ ọ da ga Ọrovwohwo,
GEN_024_027|ọ da ta, Ebruphihọ kẹ Ọrovwohwo Ọghẹnẹ rẹ onini mẹ Ebraham, ro se siobọ nẹ ẹguọnọ ro jẹrhẹriẹ kugbe evuesiri ro vwo kpahe onini mẹ. Vwọ kẹ vwẹ, Ọrovwohwo ri sun vwe vwẹ idjerhe rhi te uwevwi rẹ omoni rẹ onini mẹ.|ọ da ta, Ebruphihọ kẹ Ọrovwohwo Ọghẹnẹ rẹ onini mẹ Ebraham, ro se siobọ nẹ ẹguọnọ ro jẹrhẹriẹ kugbe evuesiri ro vwo kpahe onini mẹ. Vwọ kẹ vwẹ, Ọrovwohwo ri sun vwe vwẹ idjerhe rhi te uwevwi rẹ omoni rẹ onini mẹ.
GEN_024_028|Etiyin ọmọtẹ na da djẹ re gbe ikun rẹ emu nana ejobi kẹ ihwo rẹ uwevwi rẹ oni rọye.|Etiyin ọmọtẹ na da djẹ re gbe ikun rẹ emu nana ejobi kẹ ihwo rẹ uwevwi rẹ oni rọye.
GEN_024_029|Rebeka vwo oniọvo re se Laban; Laban da djẹ bru ohwo na, vwẹ obo ogbugbu na.|Rebeka vwo oniọvo re se Laban; Laban da djẹ bru ohwo na, vwẹ obo ogbugbu na.
GEN_024_030|Ọke rọ rhe vwọ mrẹ isa na kugbe umuobọ na vwẹ obọ rẹ oniọvo rọye, o ki rhe ji nyo ikun ri Rebeka gberi nẹ, Enẹ ohwo na ta kẹ vwẹ, o da yan bru ohwo na; o vwo ni, ọ da mrẹ ohwo na ro mudia kẹrẹ iyesi na vwẹ akakọ rẹ ogbugbu na.|Ọke rọ rhe vwọ mrẹ isa na kugbe umuobọ na vwẹ obọ rẹ oniọvo rọye, o ki rhe ji nyo ikun ri Rebeka gberi nẹ, Enẹ ohwo na ta kẹ vwẹ, o da yan bru ohwo na; o vwo ni, ọ da mrẹ ohwo na ro mudia kẹrẹ iyesi na vwẹ akakọ rẹ ogbugbu na.
GEN_024_031|Ọ da ta kẹ, Ro uwevwi, wẹ rẹ Ọrovwohwo bruba kẹ na die wo vwo mudia ughere? Kidie Me rhuẹrẹ uwevwi nure kugbe asan vwọ kẹ iyesi wẹn.|Ọ da ta kẹ, Ro uwevwi, wẹ rẹ Ọrovwohwo bruba kẹ na die wo vwo mudia ughere? Kidie Me rhuẹrẹ uwevwi nure kugbe asan vwọ kẹ iyesi wẹn.
GEN_024_033|O de mu emu kẹ nọ re, ẹkẹvuọvo ọ da ta, Me sa re emu re bẹsiẹ Me vwọ yan uwevwi mẹ nu. O da ta, Gba ta.|O de mu emu kẹ nọ re, ẹkẹvuọvo ọ da ta, Me sa re emu re bẹsiẹ Me vwọ yan uwevwi mẹ nu. O da ta, Gba ta.
GEN_024_034|Etiyin ọ da ta, Mẹvwẹ odibo rẹ Ebraham.|Etiyin ọ da ta, Mẹvwẹ odibo rẹ Ebraham.
GEN_024_035|Ọrovwohwo nabọ bruphihọ kẹ onini mẹ gangan, kẹ okpohwo rode, ọ vwẹ uchuru kẹ vẹ ekru rẹ eranvwe, idọnọ efuanfon vẹ iro, idibo rẹ eshare kugbe erẹ eya, iyesi kugbe ekẹtẹkẹtẹ.|Ọrovwohwo nabọ bruphihọ kẹ onini mẹ gangan, kẹ okpohwo rode, ọ vwẹ uchuru kẹ vẹ ekru rẹ eranvwe, idọnọ efuanfon vẹ iro, idibo rẹ eshare kugbe erẹ eya, iyesi kugbe ekẹtẹkẹtẹ.
GEN_024_036|Sera rẹ aye rẹ onini mẹ de rhi vwiẹ ọmọ kẹ vwẹ uyovwi esha na, ọmọ na kọye ọ ghwẹ efe rọye ejobi kẹ.|Sera rẹ aye rẹ onini mẹ de rhi vwiẹ ọmọ kẹ vwẹ uyovwi esha na, ọmọ na kọye ọ ghwẹ efe rọye ejobi kẹ.
GEN_024_037|Onini mẹ da tanẹ mi duvwu iyori, tanẹ, Wọ reyọ aye kẹ ọmọ mẹ na vwẹ usun rẹ emetẹ ri Kenan na-a, re Me dia otọ rayen na,|Onini mẹ da tanẹ mi duvwu iyori, tanẹ, Wọ reyọ aye kẹ ọmọ mẹ na vwẹ usun rẹ emetẹ ri Kenan na-a, re Me dia otọ rayen na,
GEN_024_038|ẹkẹvuọvo kpo uwevwi rẹ ọsẹ mẹ kugbe ekru mẹ, ra reyọ aye kẹ ọmọ mẹ.|ẹkẹvuọvo kpo uwevwi rẹ ọsẹ mẹ kugbe ekru mẹ, ra reyọ aye kẹ ọmọ mẹ.
GEN_024_039|Me da ta kẹ onini mẹ, Kẹ ọke rẹ aye na gbi nene uvwe-e, komavọ?|Me da ta kẹ onini mẹ, Kẹ ọke rẹ aye na gbi nene uvwe-e, komavọ?
GEN_024_040|Ẹkẹvuọvo ọ da ta kẹ vwẹ, Ọrovwohwo na re Me yan nene na, ko ji amakashe rọye nene uwe kọ kẹ wẹ aruesiri rọye vwẹ idjerhe wẹn ejobi, ku wọ reyọ aye kẹ ọmọ mẹ vwẹ evun rẹ ekru mẹ kugbe uwevwi rẹ ọsẹ mẹ;|Ẹkẹvuọvo ọ da ta kẹ vwẹ, Ọrovwohwo na re Me yan nene na, ko ji amakashe rọye nene uwe kọ kẹ wẹ aruesiri rọye vwẹ idjerhe wẹn ejobi, ku wọ reyọ aye kẹ ọmọ mẹ vwẹ evun rẹ ekru mẹ kugbe uwevwi rẹ ọsẹ mẹ;
GEN_024_041|kọye iyori na vwo ju we emuo, wo de te ekru mẹ re ayen gbe mrẹ aye vwọ kẹ wẹ-ẹ, ye iyori mẹ na gbi mu we-e.|kọye iyori na vwo ju we emuo, wo de te ekru mẹ re ayen gbe mrẹ aye vwọ kẹ wẹ-ẹ, ye iyori mẹ na gbi mu we-e.
GEN_024_042|Nonẹ na ki mi rhi te ogbugbu na, Me da ta, Ọrovwohwo, Ọghẹnẹ rẹ onini mẹ Ebraham, vwẹ enẹ na aruesiri wẹn de se nene uvwe vwẹ idjerhe re Me ra na,|Nonẹ na ki mi rhi te ogbugbu na, Me da ta, Ọrovwohwo, Ọghẹnẹ rẹ onini mẹ Ebraham, vwẹ enẹ na aruesiri wẹn de se nene uvwe vwẹ idjerhe re Me ra na,
GEN_024_043|nighe, mi re mudia vwẹ oma rẹ ogbugbu rẹ ame na; gbe jẹ ọmọtẹ ro rhi vo ame, re Me cha ta kẹ nẹ, Biko kẹ vwẹ ame rẹ ochẹ wẹn na da,|nighe, mi re mudia vwẹ oma rẹ ogbugbu rẹ ame na; gbe jẹ ọmọtẹ ro rhi vo ame, re Me cha ta kẹ nẹ, Biko kẹ vwẹ ame rẹ ochẹ wẹn na da,
GEN_024_044|rọ wẹnẹ unu kẹ vwẹ nẹ, Da, re mi ji vo kẹ iyesi wẹn rhe, gbe jẹ ọyena dia aye rẹ Ọrovwohwo rhuẹrẹ phihọ kẹ ọmọ rẹ onini mẹ.|rọ wẹnẹ unu kẹ vwẹ nẹ, Da, re mi ji vo kẹ iyesi wẹn rhe, gbe jẹ ọyena dia aye rẹ Ọrovwohwo rhuẹrẹ phihọ kẹ ọmọ rẹ onini mẹ.
GEN_024_045|Me je ghwa ta nẹ unu na-a, nighe, Rebeka da ghwa yanrhe vẹ ochẹ vwẹ igabọ, ọ da yan kpo obo ogbugbu na re vo ame. Me da ta kẹ, Biko kẹ vwẹ ame da.|Me je ghwa ta nẹ unu na-a, nighe, Rebeka da ghwa yanrhe vẹ ochẹ vwẹ igabọ, ọ da yan kpo obo ogbugbu na re vo ame. Me da ta kẹ, Biko kẹ vwẹ ame da.
GEN_024_046|Kpata kpata na o de ghwe wo ochẹ na nẹ igabọ rọye, ọ da ta, Da, re Me je kẹ iyesi wẹn na da rhe. Kọye Me da da, ọ da je kẹ iyesi na rhe.|Kpata kpata na o de ghwe wo ochẹ na nẹ igabọ rọye, ọ da ta, Da, re Me je kẹ iyesi wẹn na da rhe. Kọye Me da da, ọ da je kẹ iyesi na rhe.
GEN_024_047|Me da nọ nẹ, Wẹ ọmọtẹ rẹ ono? Ọ da ta, Ọmọtẹ ri Bẹtuẹl, ọmọ ri Nahọr ri Milka vwiẹ kẹ. Kọye mi de ku isa na phihọ abọ.|Me da nọ nẹ, Wẹ ọmọtẹ rẹ ono? Ọ da ta, Ọmọtẹ ri Bẹtuẹl, ọmọ ri Nahọr ri Milka vwiẹ kẹ. Kọye mi de ku isa na phihọ abọ.
GEN_024_048|Etiyin mi de gbe uyovwi kpotọ Me da ga Ọrovwohwo, mi de bruphihọ kẹ Ọrovwohwo, Ọghẹnẹ rẹ onini mẹ Ebraham, ro sun vwe wan idjerhe esiri ra reyọ ọmọtẹ rẹ uwevwi rẹ onini mẹ vwọ kẹ ọmọ rọye.|Etiyin mi de gbe uyovwi kpotọ Me da ga Ọrovwohwo, mi de bruphihọ kẹ Ọrovwohwo, Ọghẹnẹ rẹ onini mẹ Ebraham, ro sun vwe wan idjerhe esiri ra reyọ ọmọtẹ rẹ uwevwi rẹ onini mẹ vwọ kẹ ọmọ rọye.
GEN_024_049|Vwẹ etinẹ na, ọ da dianẹ wo ghine mu ọghọ kẹ onini mẹ gba ta kẹ vwẹ, ọ rha dia eriyi-in, ta kẹ vwẹ, rere mi ghwe kpo obọrhe eyẹ obọhwẹre.|Vwẹ etinẹ na, ọ da dianẹ wo ghine mu ọghọ kẹ onini mẹ gba ta kẹ vwẹ, ọ rha dia eriyi-in, ta kẹ vwẹ, rere mi ghwe kpo obọrhe eyẹ obọhwẹre.
GEN_024_050|Etiyin Laban vi Bẹtuẹl da kpahe, Emu na obọ rẹ Ọrovwohwo o nurhe; avwanre sa kpahe ota ọbrabra eyẹ ọresiri kẹ wẹ-ẹ.|Etiyin Laban vi Bẹtuẹl da kpahe, Emu na obọ rẹ Ọrovwohwo o nurhe; avwanre sa kpahe ota ọbrabra eyẹ ọresiri kẹ wẹ-ẹ.
GEN_024_051|Nighe, Rebeka ọye obaro wẹ na, reyọ re re wọ yanran, re ọ dia aye rẹ ọmọ rẹ onini wẹn, kirobo rẹ Ọrovwohwo tare.|Nighe, Rebeka ọye obaro wẹ na, reyọ re re wọ yanran, re ọ dia aye rẹ ọmọ rẹ onini wẹn, kirobo rẹ Ọrovwohwo tare.
GEN_024_053|Odibo rọye da ghwẹ ejọrọ rẹ idọnọ kugbe oro, kugbe emwa, vwọ kẹ Rebeka; ọ da je kẹ iniọvo rọye kugbe oni rọye ekuakua rẹ osẹvwe ghaghare.|Odibo rọye da ghwẹ ejọrọ rẹ idọnọ kugbe oro, kugbe emwa, vwọ kẹ Rebeka; ọ da je kẹ iniọvo rọye kugbe oni rọye ekuakua rẹ osẹvwe ghaghare.
GEN_024_054|Te ọye te ihwo rọye ke re e ke da, ayen da vwerhẹ ason yena vwẹ Etiyin. Rẹ ayen vwo vrẹn vwẹ irhiọke ọ da ta, Gbe jẹ avwanre kpo bru onini mẹ.|Te ọye te ihwo rọye ke re e ke da, ayen da vwerhẹ ason yena vwẹ Etiyin. Rẹ ayen vwo vrẹn vwẹ irhiọke ọ da ta, Gbe jẹ avwanre kpo bru onini mẹ.
GEN_024_055|Oniọvo rọye kugbe oni rọye da tanẹ, Jẹn ọmọ na hẹrhẹ tavwe, kiri emu rẹ ason ihwe; rẹ ẹdẹ na da wan nu ro ki kpo.|Oniọvo rọye kugbe oni rọye da tanẹ, Jẹn ọmọ na hẹrhẹ tavwe, kiri emu rẹ ason ihwe; rẹ ẹdẹ na da wan nu ro ki kpo.
GEN_024_057|Ayen da ta, Avwanre se ọmọtẹ na rere a nọ.|Ayen da ta, Avwanre se ọmọtẹ na rere a nọ.
GEN_024_058|Ayen de se Rebeka, ayen da ta kẹ, Wọ vẹ ohwo nana kpo? Ọ da tanẹ, Me vẹ ọye kpo.|Ayen de se Rebeka, ayen da ta kẹ, Wọ vẹ ohwo nana kpo? Ọ da tanẹ, Me vẹ ọye kpo.
GEN_024_059|Etiyin ayen de siobọ ni Rebeka ọ vẹ ọmọtẹ rọye, te odibo rẹ Ebraham vẹ ihwo rọye.|Etiyin ayen de siobọ ni Rebeka ọ vẹ ọmọtẹ rọye, te odibo rẹ Ebraham vẹ ihwo rọye.
